Scenario Number,Normal,Fault,Attack presence,Attack type,Attack location,AGC,PSS,Attack start time (sec),Attack duration (sec),Attack end time (sec),Attack amplitude (%),Most affected buses (1-norm),Most affected buses (2-norm),Most affected buses (Infty-norm),Max impact locations (1-norm),Max impact locations (2-norm),Max impact locations (Infty-norm),Fault location,Fault type
768,0,0,1,Step,45  19,1,1,15,5,20,,no fault,45  47  19  38  52,47  45  38  52  31,4.2624,0.2091,0.020542,,
769,0,0,1,Step,38   2,1,1,15,5,20,,no fault,45  47  38   2  52,45  47  38  52   2,0.98564,0.049405,0.0053956,,
770,0,0,1,Step,38   2,1,1,15,5,20,,no fault,45  47  38   2  52,45  47  38  52   2,1.7269,0.092053,0.010962,,
771,0,0,1,Step,38   2,1,1,15,5,20,,no fault,45  47  38   2  52,45  47  38  52  31,3.2798,0.18576,0.022639,,
772,0,0,1,Step,32  45,1,1,15,5,20,,no fault,45  32  47  52  38,45  32  47   7   6,1.2692,0.061003,0.0055813,,
773,0,0,1,Step,32  45,1,1,15,5,20,,no fault,45  32  47  52   7,45  32   7   6  14,2.2356,0.11351,0.010913,,
774,0,0,1,Step,32  45,1,1,15,5,20,,no fault,45  32  47   7   6,45   7   6  32  14,4.0624,0.2159,0.02088,,
775,0,0,1,Step,31  41,1,1,15,5,20,,no fault,31  41  45  47  52,45  41  31  47   7,0.93223,0.043557,0.005275,,
776,0,0,1,Step,31  41,1,1,15,5,20,,no fault,31  41  45  47  52,41  31   7  45   6,1.5651,0.08413,0.0079957,,
777,0,0,1,Step,31  41,1,1,15,5,20,,no fault,41  31  45  47   7,41   7  31   6  14,2.8306,0.16721,0.015981,,
778,0,0,1,Step,45   2,1,1,15,5,20,,no fault,45  47   2  38  52,45  47  38  52   2,1.2318,0.05475,0.005275,,
779,0,0,1,Step,45   2,1,1,15,5,20,,no fault,45  47   2  38  52,47  45  38  52   2,2.2191,0.10353,0.0098153,,
780,0,0,1,Step,45   2,1,1,15,5,20,,no fault,45  47   2  38  52,47  45  38  52  31,4.2626,0.20911,0.020542,,
781,0,0,1,Step,52  37,1,1,15,5,20,,no fault,52  45  37  47  38,45  52  37  47   7,0.93223,0.045058,0.005275,,
782,0,0,1,Step,52  37,1,1,15,5,20,,no fault,52  37  45  47   7,52  37   7  45   6,1.5804,0.08902,0.0087407,,
783,0,0,1,Step,52  37,1,1,15,5,20,,no fault,52  37  45  47   7,52   7  37   6  14,3.0321,0.17652,0.017317,,
784,0,0,1,Step,6  37,1,1,15,5,20,,no fault,45  47  37   6  38,45  47  38  52   6,0.98564,0.049405,0.0053956,,
785,0,0,1,Step,6  37,1,1,15,5,20,,no fault,45  47   6  37  38,45  47  38  52  31,1.7269,0.092053,0.010962,,
786,0,0,1,Step,6  37,1,1,15,5,20,,no fault,45  47   6  37  38,45  47  38  52  31,3.2798,0.18576,0.022639,,
787,0,0,1,Step,29   7,1,1,15,5,20,,no fault,45  47  29   7  38,45  47  38   7  52,1.3401,0.071979,0.0090126,,
788,0,0,1,Step,29   7,1,1,15,5,20,,no fault,45  47  29   7  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
789,0,0,1,Step,29   7,1,1,15,5,20,,no fault,45  47  38  29  31,45  47  38  31  25,5.1553,0.31641,0.041344,,
790,0,0,1,Step,37  10,1,1,15,5,20,,no fault,45  47  37  10  38,45  47  38  52  10,0.98564,0.049405,0.0053956,,
791,0,0,1,Step,37  10,1,1,15,5,20,,no fault,45  47  10  37  38,45  47  38  52  31,1.7269,0.092052,0.010962,,
792,0,0,1,Step,37  10,1,1,15,5,20,,no fault,45  47  10  37  38,45  47  38  52  31,3.2797,0.18576,0.022639,,
793,0,0,1,Step,52  36,1,1,15,5,20,,no fault,52  45  36  47  38,45  52  36  47   7,0.93223,0.045058,0.005275,,
794,0,0,1,Step,52  36,1,1,15,5,20,,no fault,52  36  45  47   7,52  36   7  45   6,1.5804,0.08902,0.0087407,,
795,0,0,1,Step,52  36,1,1,15,5,20,,no fault,52  36  45  47   7,52   7   6  36  14,3.0321,0.17652,0.017317,,
796,0,0,1,Step,23  42,1,1,15,5,20,,no fault,45  47  42  23  38,45  47  42  38  52,0.98564,0.049405,0.0053956,,
797,0,0,1,Step,23  42,1,1,15,5,20,,no fault,45  47  42  23  38,45  47  42  38  52,1.7269,0.092053,0.010962,,
798,0,0,1,Step,23  42,1,1,15,5,20,,no fault,45  47  42  23  38,45  47  42  38  52,3.2798,0.18576,0.02264,,
799,0,0,1,Step,22  10,1,1,15,5,20,,no fault,45  47  22  10  38,45  47  38  52  10,1.3401,0.071978,0.0090126,,
800,0,0,1,Step,22  10,1,1,15,5,20,,no fault,45  47  22  10  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
801,0,0,1,Step,22  10,1,1,15,5,20,,no fault,45  47  38  22  10,45  47  38  31  25,5.1554,0.3164,0.041344,,
802,0,0,1,Step,22   6,1,1,15,5,20,,no fault,45  47  22   6  38,45  47  38   6  52,1.3401,0.071978,0.0090126,,
803,0,0,1,Step,22   6,1,1,15,5,20,,no fault,45  47  22   6  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
804,0,0,1,Step,22   6,1,1,15,5,20,,no fault,45  47  38  22   6,45  47  38  31  25,5.1554,0.3164,0.041344,,
805,0,0,1,Step,32  36,1,1,15,5,20,,no fault,45  32  36  47  52,45  36  32  47   7,0.93223,0.042206,0.005275,,
806,0,0,1,Step,32  36,1,1,15,5,20,,no fault,32  36  45  47  52,36  32   7  45   6,1.5652,0.08086,0.0067622,,
807,0,0,1,Step,32  36,1,1,15,5,20,,no fault,32  36  45  47   7,7   6  36  32  14,2.7361,0.15807,0.013645,,
808,0,0,1,Step,52   2,1,1,15,5,20,,no fault,45  47  52   2  38,45  47  52  38   2,0.98565,0.049405,0.0053956,,
809,0,0,1,Step,52   2,1,1,15,5,20,,no fault,45  47  52   2  38,45  47  52  38   2,1.7269,0.092054,0.010962,,
810,0,0,1,Step,52   2,1,1,15,5,20,,no fault,45  47  52   2  38,45  47  52  38  31,3.2799,0.18576,0.02264,,
811,0,0,1,Step,22  11,1,1,15,5,20,,no fault,45  47  22  11  38,45  47  38  11  52,1.3401,0.071978,0.0090126,,
812,0,0,1,Step,22  11,1,1,15,5,20,,no fault,45  47  22  11  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
813,0,0,1,Step,22  11,1,1,15,5,20,,no fault,45  47  38  22  11,45  47  38  31  25,5.1554,0.3164,0.041344,,
814,0,0,1,Step,47   6,1,1,15,5,20,,no fault,47  45   6  38  52,45  47  38  52   6,1.1113,0.050589,0.0053956,,
815,0,0,1,Step,47   6,1,1,15,5,20,,no fault,47  45   6  38  52,45  47  38  52  31,2.0405,0.098742,0.010962,,
816,0,0,1,Step,47   6,1,1,15,5,20,,no fault,47  45   6  38  52,45  47  38  52  31,3.9676,0.20072,0.022639,,
817,0,0,1,Step,31  23,1,1,15,5,20,,no fault,45  47  31  23  38,45  47  38  31  52,0.98563,0.049405,0.0053956,,
818,0,0,1,Step,31  23,1,1,15,5,20,,no fault,45  47  31  23  38,45  47  38  31  52,1.7269,0.092051,0.010962,,
819,0,0,1,Step,31  23,1,1,15,5,20,,no fault,45  47  31  23  38,45  47  38  31  52,3.2797,0.18575,0.022639,,
820,0,0,1,Step,52  17,1,1,15,5,20,,no fault,45  47  52  17  38,45  47  52  38  17,0.98565,0.049405,0.0053956,,
821,0,0,1,Step,52  17,1,1,15,5,20,,no fault,45  47  52  17  38,45  47  52  38  17,1.7269,0.092053,0.010962,,
822,0,0,1,Step,52  17,1,1,15,5,20,,no fault,45  47  52  17  38,45  47  52  38  31,3.2798,0.18576,0.02264,,
823,0,0,1,Step,37  29,1,1,15,5,20,,no fault,45  47  29  37  38,45  47  38  52  29,0.98564,0.049405,0.0053956,,
824,0,0,1,Step,37  29,1,1,15,5,20,,no fault,45  47  29  37  38,45  47  38  52  29,1.7269,0.092052,0.010962,,
825,0,0,1,Step,37  29,1,1,15,5,20,,no fault,45  47  29  37  38,45  47  38  52  31,3.2797,0.18575,0.022639,,
826,0,0,1,Step,52   7,1,1,15,5,20,,no fault,45  47  52   7  38,45  47  52  38   7,0.98565,0.049405,0.0053956,,
827,0,0,1,Step,52   7,1,1,15,5,20,,no fault,45  47  52   7  38,45  47  52  38  31,1.7269,0.092054,0.010962,,
828,0,0,1,Step,52   7,1,1,15,5,20,,no fault,45  47  52   7  38,45  47  52  38  31,3.2799,0.18576,0.02264,,
829,0,0,1,Step,45  31,1,1,15,5,20,,no fault,45  31  47  52  38,45  31  47   7   6,1.2692,0.061003,0.0055813,,
830,0,0,1,Step,45  31,1,1,15,5,20,,no fault,45  31  47  52   7,45  31   7   6  14,2.2356,0.11351,0.010913,,
831,0,0,1,Step,45  31,1,1,15,5,20,,no fault,45  31  47   7   6,45   7  31   6  14,4.0624,0.2159,0.02088,,
832,0,0,1,Step,25  22,1,1,15,5,20,,no fault,45  47  22  25  38,45  47  38  52  31,1.3401,0.071978,0.0090126,,
833,0,0,1,Step,25  22,1,1,15,5,20,,no fault,45  47  22  38  25,45  47  38  31  52,2.5007,0.14496,0.018847,,
834,0,0,1,Step,25  22,1,1,15,5,20,,no fault,45  47  38  22  31,45  47  38  31  25,5.1554,0.3164,0.041344,,
835,0,0,1,Step,42  36,1,1,15,5,20,,no fault,45  42  36  47  52,45  42  36  47   7,0.93223,0.042206,0.005275,,
836,0,0,1,Step,42  36,1,1,15,5,20,,no fault,42  36  45  47  52,42  36   7  45   6,1.5651,0.082953,0.0078105,,
837,0,0,1,Step,42  36,1,1,15,5,20,,no fault,42  36  45  47   7,42   7   6  36  14,2.7766,0.16532,0.015647,,
838,0,0,1,Step,23  25,1,1,15,5,20,,no fault,45  47  23  25  38,45  47  38  52  31,1.3401,0.071978,0.0090126,,
839,0,0,1,Step,23  25,1,1,15,5,20,,no fault,45  47  23  38  25,45  47  38  31  52,2.5007,0.14496,0.018847,,
840,0,0,1,Step,23  25,1,1,15,5,20,,no fault,45  47  38  23  31,45  47  38  31  25,5.1554,0.3164,0.041344,,
841,0,0,1,Step,22  11,1,1,15,5,20,,no fault,45  47  22  11  38,45  47  38  11  52,1.3401,0.071978,0.0090126,,
842,0,0,1,Step,22  11,1,1,15,5,20,,no fault,45  47  22  11  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
843,0,0,1,Step,22  11,1,1,15,5,20,,no fault,45  47  38  22  11,45  47  38  31  25,5.1554,0.3164,0.041344,,
844,0,0,1,Step,17  32,1,1,15,5,20,,no fault,45  47  32  17  38,45  47  38  32  52,0.98564,0.049405,0.0053956,,
845,0,0,1,Step,17  32,1,1,15,5,20,,no fault,45  47  32  17  38,45  47  38  52  32,1.7269,0.092052,0.010962,,
846,0,0,1,Step,17  32,1,1,15,5,20,,no fault,45  47  32  17  38,45  47  38  52  32,3.2797,0.18575,0.022639,,
847,0,0,1,Step,38  52,1,1,15,5,20,,no fault,38  52  45  47  36,45  52  38  47   7,0.93223,0.04637,0.005275,,
848,0,0,1,Step,38  52,1,1,15,5,20,,no fault,38  52  45  47   7,52  38   7  45   6,1.6177,0.089132,0.0087407,,
849,0,0,1,Step,38  52,1,1,15,5,20,,no fault,52  38  45  47   7,52  38   7   6  14,3.0321,0.17652,0.017318,,
850,0,0,1,Step,45   7,1,1,15,5,20,,no fault,45  47   7  38  52,45  47  38  52   7,1.2318,0.05475,0.005275,,
851,0,0,1,Step,45   7,1,1,15,5,20,,no fault,45  47   7  38  52,47  45  38  52  31,2.2191,0.10353,0.0098153,,
852,0,0,1,Step,45   7,1,1,15,5,20,,no fault,45  47   7  38  52,47  45  38  52  31,4.2626,0.20911,0.020542,,
853,0,0,1,Step,14  32,1,1,15,5,20,,no fault,45  47  32  14  38,45  47  38  32  52,0.98564,0.049405,0.0053956,,
854,0,0,1,Step,14  32,1,1,15,5,20,,no fault,45  47  32  14  38,45  47  38  52  32,1.7269,0.092052,0.010962,,
855,0,0,1,Step,14  32,1,1,15,5,20,,no fault,45  47  32  14  38,45  47  38  52  32,3.2797,0.18576,0.022639,,
856,0,0,1,Step,10  17,1,1,15,5,20,,no fault,45  47  17  10  38,45  47  38  17  52,1.3401,0.071979,0.0090126,,
857,0,0,1,Step,10  17,1,1,15,5,20,,no fault,45  47  17  10  38,45  47  38  31  52,2.5007,0.14496,0.018847,,
858,0,0,1,Step,10  17,1,1,15,5,20,,no fault,45  47  38  17  10,45  47  38  31  25,5.1553,0.31641,0.041344,,
859,0,0,1,Step,7  32,1,1,15,5,20,,no fault,45  47  32   7  38,45  47  38  32  52,0.98564,0.049405,0.0053956,,
860,0,0,1,Step,7  32,1,1,15,5,20,,no fault,45  47  32   7  38,45  47  38  52  32,1.7269,0.092053,0.010962,,
861,0,0,1,Step,7  32,1,1,15,5,20,,no fault,45  47  32   7  38,45  47  38  52  32,3.2798,0.18576,0.022639,,
862,0,0,1,Step,36  37,1,1,15,5,20,,no fault,45  36  37  47  52,45  36  37  47   7,0.93223,0.042206,0.005275,,
863,0,0,1,Step,36  37,1,1,15,5,20,,no fault,36  37  45  47  52,36  37   7  45   6,1.5652,0.079729,0.0067622,,
864,0,0,1,Step,36  37,1,1,15,5,20,,no fault,36  37  45  47   7,7  37   6  36  14,2.7361,0.15594,0.013645,,
